1836,3M,98,20710,1159,1099,LWB,1762,6958,593,60,2,,SF3,113,ATL,1611,3682
1837,3M,98,20710,454,394,ATL,1611,3682,593,60,1,,SF3,113,LWB,1762,6958
1838,3M,98,20710,1287,1227,LWB,1762,6958,593,60,4,,SF3,113,ATL,1611,3682
1839,3M,98,20710,1325,1265,ATL,1611,3682,593,60,3,,SF3,113,LWB,1762,6958
1840,3M,98,20710,1371,1342,MCN,1769,3754,127,29,6,,SF3,113,ATL,1611,3682
1841,3M,98,20710,1076,1047,ATL,1611,3682,127,29,5,,SF3,113,MCN,1769,3754
1842,3M,98,20710,434,405,MCN,1769,3754,127,29,8,,SF3,113,ATL,1611,3682
1843,3M,98,20710,1224,1195,ATL,1611,3682,127,29,7,,SF3,113,MCN,1769,3754
1844,3M,98,20710,1166,1137,MCN,1769,3754,127,29,10,,SF3,113,ATL,1611,3682
1845,3M,98,20710,478,449,ATL,1611,3682,127,29,9,,SF3,113,MCN,1769,3754
1846,3M,98,20710,484,455,MCN,1769,3754,127,29,12,,SF3,113,ATL,1611,3682
1847,3M,98,20710,1084,1055,ATL,1611,3682,127,29,11,,SF3,113,MCN,1769,3754
1848,3M,98,20710,678,649,MCN,1769,3754,127,29,14,,SF3,113,ATL,1611,3682
1849,3M,98,20710,663,634,ATL,1611,3682,127,29,13,,SF3,113,MCN,1769,3754
1850,3M,98,20710,1058,1029,MCN,1769,3754,127,29,16,,SF3,113,ATL,1611,3682
1851,3M,98,20710,763,734,ATL,1611,3682,127,29,15,,SF3,113,MCN,1769,3754
1852,3M,98,20710,731,702,MCN,1769,3754,127,29,18,,SF3,113,ATL,1611,3682
1853,3M,98,20710,1083,1054,ATL,1611,3682,127,29,17,,SF3,113,MCN,1769,3754
1854,3M,98,20710,456,427,MCN,1769,3754,127,29,20,,SF3,113,ATL,1611,3682
1855,3M,98,20710,1071,1042,ATL,1611,3682,127,29,19,,SF3,113,MCN,1769,3754
1856,3M,98,20710,604,555,MEI,1773,4335,428,49,22,,SF3,113,ATL,1611,3682
1857,3M,98,20710,1177,1128,ATL,1611,3682,428,49,21,,SF3,113,MEI,1773,4335
1858,3M,98,20710,464,415,MEI,1773,4335,428,49,24,,SF3,113,ATL,1611,3682
1859,3M,98,20710,1226,1177,ATL,1611,3682,428,49,23,,SF3,113,MEI,1773,4335
1860,3M,98,20710,604,555,MEI,1773,4335,428,49,26,,SF3,113,ATL,1611,3682
1861,3M,98,20710,779,730,ATL,1611,3682,428,49,25,,SF3,113,MEI,1773,4335
1862,3M,98,20710,1438,1389,MEI,1773,4335,428,49,28,,SF3,113,ATL,1611,3682
1863,3M,98,20710,773,724,ATL,1611,3682,428,49,27,,SF3,113,MEI,1773,4335
1864,3M,98,20710,921,879,MSL,1788,5756,317,42,30,,SF3,113,ATL,1611,3682
1865,3M,98,20710,1276,1234,ATL,1611,3682,317,42,29,,SF3,113,MSL,1788,5756
1866,3M,98,20710,823,781,MSL,1788,5756,317,42,32,,SF3,113,ATL,1611,3682
1867,3M,98,20710,555,513,ATL,1611,3682,317,42,31,,SF3,113,MSL,1788,5756
1868,3M,98,20710,1140,1085,PIB,1821,5759,519,55,34,,SF3,113,ATL,1611,3682
1869,3M,98,20710,627,572,ATL,1611,3682,519,55,33,,SF3,113,PIB,1821,5759
1870,3M,98,20710,974,919,PIB,1821,5759,519,55,36,,SF3,113,ATL,1611,3682
1871,3M,98,20710,742,687,ATL,1611,3682,519,55,35,,SF3,113,PIB,1821,5759
1872,3M,98,20710,1296,1241,PIB,1821,5759,519,55,38,,SF3,113,ATL,1611,3682
1873,3M,98,20710,1283,1228,ATL,1611,3682,519,55,37,,SF3,113,PIB,1821,5759
1874,3M,98,20710,1324,1269,PIB,1821,5759,519,55,40,,SF3,113,ATL,1611,3682
1875,3M,98,20710,835,780,ATL,1611,3682,519,55,39,,SF3,113,PIB,1821,5759
1876,3M,98,20710,675,620,PIB,1821,5759,519,55,42,,SF3,113,ATL,1611,3682
1877,3M,98,20710,906,851,ATL,1611,3682,519,55,41,,SF3,113,PIB,1821,5759
1878,3M,98,20710,1408,1353,PIB,1821,5759,519,55,44,,SF3,113,ATL,1611,3682
1879,3M,98,20710,508,453,ATL,1611,3682,519,55,43,,SF3,113,PIB,1821,5759
1880,3M,98,20710,1023,968,PIB,1821,5759,519,55,46,,SF3,113,ATL,1611,3682
1881,3M,98,20710,958,903,ATL,1611,3682,519,55,45,,SF3,113,PIB,1821,5759
1882,3M,98,20710,1377,1329,TUP,1888,5773,406,48,48,,SF3,113,ATL,1611,3682
1883,3M,98,20710,1146,1098,ATL,1611,3682,406,48,47,,SF3,113,TUP,1888,5773
1884,3M,98,20710,1061,1013,TUP,1888,5773,406,48,50,,SF3,113,ATL,1611,3682
1885,3M,98,20710,871,823,ATL,1611,3682,406,48,49,,SF3,113,TUP,1888,5773
1886,3M,98,20710,1206,1158,TUP,1888,5773,406,48,52,,SF3,113,ATL,1611,3682
1887,3M,98,20710,1101,1053,ATL,1611,3682,406,48,51,,SF3,113,TUP,1888,5773
1888,3M,98,20710,1044,996,TUP,1888,5773,406,48,54,,SF3,113,ATL,1611,3682
1889,3M,98,20710,1163,1115,ATL,1611,3682,406,48,53,,SF3,113,TUP,1888,5773
1890,3M,98,20710,880,832,TUP,1888,5773,406,48,56,,SF3,113,ATL,1611,3682
1891,3M,98,20710,801,753,ATL,1611,3682,406,48,55,,SF3,113,TUP,1888,5773
1892,3M,98,20710,879,831,TUP,1888,5773,406,48,58,,SF3,113,ATL,1611,3682
1893,3M,98,20710,771,723,ATL,1611,3682,406,48,57,,SF3,113,TUP,1888,5773
1894,3M,98,20710,1367,1319,TUP,1888,5773,406,48,60,,SF3,113,ATL,1611,3682
1895,3M,98,20710,993,945,ATL,1611,3682,406,48,59,,SF3,113,TUP,1888,5773
1896,3M,98,20710,1080,1044,FLL,1691,3533,233,36,62,,SF3,113,EYW,1686,3875
1897,3M,98,20710,918,882,EYW,1686,3875,233,36,61,,SF3,113,FLL,1691,3533
1898,3M,98,20710,1217,1181,FLL,1691,3533,233,36,64,,SF3,113,EYW,1686,3875
1899,3M,98,20710,908,872,EYW,1686,3875,233,36,63,,SF3,113,FLL,1691,3533
1900,3M,98,20710,1012,976,FLL,1691,3533,233,36,66,,SF3,113,EYW,1686,3875
1901,3M,98,20710,709,673,EYW,1686,3875,233,36,65,,SF3,113,FLL,1691,3533
1902,3M,98,20710,1320,1284,FLL,1691,3533,233,36,68,,SF3,113,EYW,1686,3875
1903,3M,98,20710,1119,1083,EYW,1686,3875,233,36,67,,SF3,113,FLL,1691,3533
1904,3M,98,20710,914,878,FLL,1691,3533,233,36,70,,SF3,113,EYW,1686,3875
1905,3M,98,20710,1207,1171,EYW,1686,3875,233,36,69,,SF3,113,FLL,1691,3533
1906,3M,98,20710,1011,975,FLL,1691,3533,233,36,72,,SF3,113,EYW,1686,3875
1907,3M,98,20710,1217,1181,EYW,1686,3875,233,36,71,,SF3,113,FLL,1691,3533
1908,3M,98,20710,427,391,FLL,1691,3533,233,36,74,,SF3,113,EYW,1686,3875
1909,3M,98,20710,669,633,EYW,1686,3875,233,36,73,,SF3,113,FLL,1691,3533
1910,3M,98,20710,602,566,FLL,1691,3533,233,36,76,,SF3,113,EYW,1686,3875
1911,3M,98,20710,828,792,EYW,1686,3875,233,36,75,,SF3,113,FLL,1691,3533
1912,3M,98,20710,918,883,RSW,1846,3793,220,35,78,,SF3,113,EYW,1686,3875
1913,3M,98,20710,1109,1074,EYW,1686,3875,220,35,77,,SF3,113,RSW,1846,3793
1914,3M,98,20710,801,766,RSW,1846,3793,220,35,80,,SF3,113,EYW,1686,3875
1915,3M,98,20710,814,779,EYW,1686,3875,220,35,79,,SF3,113,RSW,1846,3793
1916,3M,98,20710,907,861,TPA,1884,3646,387,46,82,,SF3,113,EYW,1686,3875
1917,3M,98,20710,963,917,EYW,1686,3875,387,46,81,,SF3,113,TPA,1884,3646
1918,3M,98,20710,1126,1080,TPA,1884,3646,387,46,84,,SF3,113,EYW,1686,3875
1919,3M,98,20710,712,666,EYW,1686,3875,387,46,83,,SF3,113,TPA,1884,3646
1920,3M,98,20710,980,940,MCO,1770,3878,285,40,86,,SF3,113,FLL,1691,3533
1921,3M,98,20710,769,729,FLL,1691,3533,285,40,85,,SF3,113,MCO,1770,3878
1922,3M,98,20710,976,936,MCO,1770,3878,285,40,88,,SF3,113,FLL,1691,3533
1923,3M,98,20710,970,930,FLL,1691,3533,285,40,87,,SF3,113,MCO,1770,3878
1924,3M,98,20710,797,755,TPA,1884,3646,316,42,90,,SF3,113,FLL,1691,3533
1925,3M,98,20710,1124,1082,FLL,1691,3533,316,42,89,,SF3,113,TPA,1884,3646
1926,3M,98,20710,1163,1121,TPA,1884,3646,316,42,92,,SF3,113,FLL,1691,3533
1927,3M,98,20710,1292,1250,FLL,1691,3533,316,42,91,,SF3,113,TPA,1884,3646
1928,3M,98,20710,1209,1167,TPA,1884,3646,316,42,94,,SF3,113,FLL,1691,3533
1929,3M,98,20710,1085,1043,FLL,1691,3533,316,42,93,,SF3,113,TPA,1884,3646
1930,3M,98,20710,864,822,TPA,1884,3646,316,42,96,,SF3,113,FLL,1691,3533
1931,3M,98,20710,902,860,FLL,1691,3533,316,42,95,,SF3,113,TPA,1884,3646
1932,3M,98,20710,1198,1156,TPA,1884,3646,316,42,98,,SF3,113,FLL,1691,3533
1933,3M,98,20710,981,939,FLL,1691,3533,316,42,97,,SF3,113,TPA,1884,3646
1934,3M,98,20710,1138,1096,TPA,1884,3646,316,42,100,,SF3,113,FLL,1691,3533
1935,3M,98,20710,536,494,FLL,1691,3533,316,42,99,,SF3,113,TPA,1884,3646
1936,3M,98,20710,680,638,TPA,1884,3646,316,42,102,,SF3,113,FLL,1691,3533
1937,3M,98,20710,1091,1049,FLL,1691,3533,316,42,101,,SF3,113,TPA,1884,3646
1938,3M,98,20710,1332,1297,TUP,1888,5773,222,35,104,,SF3,113,GLH,1705,6130
1939,3M,98,20710,674,639,GLH,1705,6130,222,35,103,,SF3,113,TUP,1888,5773
1940,3M,98,20710,418,383,TUP,1888,5773,222,35,106,,SF3,113,GLH,1705,6130
1941,3M,98,20710,485,450,GLH,1705,6130,222,35,105,,SF3,113,TUP,1888,5773
1942,3M,98,20710,1122,1090,MCO,1770,3878,168,32,108,,SF3,113,GNV,1706,3472
1943,3M,98,20710,576,544,GNV,1706,3472,168,32,107,,SF3,113,MCO,1770,3878
1944,3M,98,20710,572,540,MCO,1770,3878,168,32,110,,SF3,113,GNV,1706,3472
1945,3M,98,20710,1033,1001,GNV,1706,3472,168,32,109,,SF3,113,MCO,1770,3878
1946,3M,98,20710,550,517,TPA,1884,3646,192,33,112,,SF3,113,GNV,1706,3472
1947,3M,98,20710,1122,1089,GNV,1706,3472,192,33,111,,SF3,113,TPA,1884,3646
1948,3M,98,20710,1439,1406,TPA,1884,3646,192,33,114,,SF3,113,GNV,1706,3472
1949,3M,98,20710,686,653,GNV,1706,3472,192,33,113,,SF3,113,TPA,1884,3646
1950,3M,98,20710,1335,1295,TPA,1884,3646,291,40,116,,SF3,113,JAX,1742,3712
1951,3M,98,20710,1430,1390,JAX,1742,3712,291,40,115,,SF3,113,TPA,1884,3646
1952,3M,98,20710,474,434,TPA,1884,3646,291,40,118,,SF3,113,JAX,1742,3712
